Date/Time;Serial number;GPS longitude [°];GPS latitude [°];Total working hours counter [h];Ground speed [km/h];Engine speed [rpm];Engine load [%];Drum speed [rpm];Fan speed [rpm];Rotor / straw walker speed [rpm];Separation losses [%];Sieve losses [%];Chopper [];Diesel tank level [%];No. of partial widths [];Front attachment On/Off [];max. no. of partial widths [];Feed rake speed [rpm];Working position [I/O];Grain tank unloading [I/O];Main drive status [I/O];Concave position [mm];Upper sieve position [mm];Lower sieve position [mm];Grain tank 70 [I/O];Grain tank 100 [I/O];Grain moisture content [%];Throughput [t/h];Radial spreader speed [rpm];Grain in returns [%];Channel position [%];Yield measurement [I/O];Returns auger measurement [%];Moisture measurement [];Type of crop [];Specific crop weight [g/l];Auto Pilot status [];Cruise Pilot status [];Rate of work [ha/h];Yield [t/ha];Quantimeter calibration factor [];Separation sensitivity [%];Sieve sensitivity [%]
Oct 7, 2022, 12:30:22 PM;C7502627;20.1918314;45.3083294;1156.17;8.06;1971;68;460;1190;520;0;0;off;100;8;off;8;440;off;off;on;43;8;5;off;off;10.3;13.01;NA;48;85.08;on;76.9;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:30:37 PM;C7502627;20.1914944;45.3085713;1156.17;8.25;1975;15;460;1190;520;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;1.81;NA;13;93.33;on;29.1;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:30:52 PM;C7502627;20.191179;45.308795;1156.18;5.91;1412;2;460;1200;520;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.33;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:31:07 PM;C7502627;20.1910992;45.3088568;1156.18;0;1449;0;330;870;380;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.17;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:31:22 PM;C7502627;20.1910274;45.3089093;1156.19;2.34;1449;0;340;880;380;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.17;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:31:37 PM;C7502627;20.190908;45.3089891;1156.19;5.99;1460;0;340;880;380;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.17;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:31:52 PM;C7502627;20.1907192;45.309136;1156.2;0.16;1449;0;350;900;390;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;92.87;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:32:07 PM;C7502627;20.1907192;45.3091365;1156.2;0;1446;0;340;880;380;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:32:22 PM;C7502627;20.1905971;45.3092756;1156.2;3.46;1434;0;340;880;370;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.17;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:32:37 PM;C7502627;20.1905672;45.3093388;1156.21;0.14;1449;0;330;870;380;0;0;off;100;8;off;8;0;off;on;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:32:52 PM;C7502627;20.1905698;45.3093359;1156.21;0.12;1450;0;340;880;380;0;0;off;100;8;off;8;0;off;on;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:33:07 PM;C7502627;20.1905689;45.3093367;1156.22;0.37;1450;0;340;880;380;0;0;off;100;8;off;8;0;off;on;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:33:22 PM;C7502627;20.1905651;45.3093409;1156.22;0;1452;0;340;880;380;0;0;off;100;8;off;8;0;off;on;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:33:37 PM;C7502627;20.1905127;45.3093771;1156.22;3.44;1489;0;340;880;380;0;0;off;100;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.17;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:33:52 PM;C7502627;20.1905836;45.309375;1156.23;5.91;1458;0;350;890;380;0;0;off;99.49;8;off;8;0;off;off;on;43;8;5;off;off;10.3;0;NA;0;93.03;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:34:07 PM;C7502627;20.1907708;45.30918;1156.23;8.16;1962;74;350;900;390;0.16;0;off;99.49;8;on;8;260;off;off;on;43;8;5;off;off;10.8;0.07;NA;0;92.87;on;6.1;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:34:22 PM;C7502627;20.1910351;45.3089602;1156.24;5.33;1969;36;460;1190;520;0.08;0;off;99.74;8;on;8;440;on;off;on;43;8;5;off;off;10.8;0.06;NA;0;25.76;on;12.3;off;Maize;638;off;0;2.96;2.95;1.1;50;50
Oct 7, 2022, 12:34:37 PM;C7502627;20.1912444;45.3088082;1156.24;5.27;1965;53;460;1190;520;0;0.02;off;99.79;8;on;8;440;on;off;on;43;8;5;off;off;10.3;8.65;NA;51;26.09;on;70.8;off;Maize;638;off;0;2.95;2.9;1.1;50;50
Oct 7, 2022, 12:34:52 PM;C7502627;20.1914635;45.3086583;1156.25;5.36;1963;49;460;1180;520;0;0;off;99.81;8;on;8;440;on;off;on;43;8;5;off;off;10.3;8.53;NA;48;27.49;on;63.5;off;Maize;638;off;0;2.99;2.08;1.1;50;50
Oct 7, 2022, 12:35:07 PM;C7502627;20.1916928;45.3085025;1156.25;5.91;1954;57;460;1180;520;0;0;off;99.49;8;on;8;440;on;off;on;43;8;5;off;off;10.3;6.25;NA;42;27.65;on;41.3;off;Maize;638;off;0;3.3;2.1;1.1;50;50
Oct 7, 2022, 12:35:22 PM;C7502627;20.1919326;45.3083354;1156.25;5.97;1974;50;450;1180;520;0;0.37;off;99.44;8;on;8;440;on;off;on;43;8;5;off;off;10.3;7;NA;35;27.49;on;55;off;Maize;638;off;0;3.35;1.4;1.1;50;50
Oct 7, 2022, 12:35:37 PM;C7502627;20.1921749;45.3081675;1156.26;5.93;1960;51;460;1190;520;0.22;0.02;off;98.99;8;on;8;440;on;off;on;43;8;5;off;off;10.3;4.68;NA;37;27.33;on;41.9;off;Maize;638;off;0;3.32;2.42;1.1;50;50
Oct 7, 2022, 12:35:52 PM;C7502627;20.1922414;45.3080982;1156.26;1.01;1969;21;460;1190;520;0.13;0;off;99.79;8;on;8;440;off;off;on;43;8;5;off;off;10.3;8.04;NA;45;74.1;on;47.7;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:36:07 PM;C7502627;20.1925446;45.3080948;1156.27;5.37;1963;50;450;1180;520;0.36;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;10.3;4.62;NA;44;31.5;on;20.3;off;Maize;638;off;0;3;4.01;1.1;50;50
Oct 7, 2022, 12:36:22 PM;C7502627;20.1928567;45.3080942;1156.27;5.69;1954;56;460;1190;510;0;0;off;99.93;8;on;8;440;on;off;on;43;8;5;off;off;10.3;12.24;NA;48;28.29;on;56.7;off;Maize;638;off;0;3.07;2.83;1.1;50;50
Oct 7, 2022, 12:36:37 PM;C7502627;20.1932175;45.3080899;1156.27;6.4;1961;54;460;1180;520;0;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;10.3;9.68;NA;34;28.45;on;56.1;off;Maize;638;off;0;3.58;0.76;1.1;50;50
Oct 7, 2022, 12:36:52 PM;C7502627;20.1934531;45.3080869;1156.28;1.36;1974;6;460;1190;520;0;0;off;100;8;off;8;440;off;off;on;43;8;5;off;off;10.3;2.67;NA;24;50.73;on;35.9;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:37:07 PM;C7502627;20.1934496;45.308087;1156.28;0;1415;0;460;1200;520;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:37:22 PM;C7502627;20.1934494;45.3080873;1156.29;0;1449;0;340;880;390;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:37:37 PM;C7502627;20.1934492;45.3080878;1156.29;0;1448;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:37:52 PM;C7502627;20.1934495;45.308088;1156.3;0;1449;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:38:07 PM;C7502627;20.1934494;45.3080882;1156.3;0;1449;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:38:22 PM;C7502627;20.1934496;45.308088;1156.3;0;1448;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:38:37 PM;C7502627;20.1934494;45.3080879;1156.31;0;1448;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:38:52 PM;C7502627;20.1934497;45.3080878;1156.31;0;1444;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:39:07 PM;C7502627;20.19345;45.3080875;1156.32;0;1449;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:39:22 PM;C7502627;20.1934504;45.3080876;1156.32;0;1447;0;340;880;380;0;0;off;100;8;off;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.43;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:39:37 PM;C7502627;20.1934504;45.3080875;1156.32;0;1190;0;340;880;380;0;0;off;100;8;on;8;0;on;off;on;43;8;5;off;off;10.3;0;NA;0;32.29;on;0;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:39:52 PM;C7502627;20.1935745;45.3080857;1156.33;6.17;1973;41;300;880;450;0.13;0;off;99.33;8;on;8;440;on;off;on;43;8;5;off;off;10.3;0.05;NA;0;31.96;on;15.8;off;Maize;638;off;0;3.45;1.08;1.1;50;50
Oct 7, 2022, 12:40:07 PM;C7502627;20.1940215;45.3080803;1156.33;7.95;1953;64;460;1190;520;0.88;0;off;99.63;8;on;8;440;on;off;on;43;8;5;off;off;10.3;3.75;NA;30;32.43;on;30.6;off;Maize;638;off;0;4.45;1.58;1.1;50;50
Oct 7, 2022, 12:40:22 PM;C7502627;20.1944782;45.3080748;1156.34;7.97;1940;85;460;1180;510;0;0;off;99.88;8;on;8;430;on;off;on;43;8;5;off;off;10.3;7.11;NA;29;32.13;on;35;off;Maize;638;off;0;4.46;2.83;1.1;50;50
Oct 7, 2022, 12:40:37 PM;C7502627;20.1949323;45.3080696;1156.34;7.88;1909;97;450;1170;510;0.13;0;off;100;8;on;8;430;on;off;on;43;8;5;off;off;10.3;12.71;NA;46;31.8;on;67.1;off;Maize;638;off;0;4.38;3.92;1.1;50;50
Oct 7, 2022, 12:40:52 PM;C7502627;20.1952533;45.3080662;1156.35;4.2;1957;73;450;1180;510;0;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;11.4;16.61;NA;68;32.29;on;100;off;Maize;638;off;0;2.35;4.45;1.1;50;50
Oct 7, 2022, 12:41:07 PM;C7502627;20.1955315;45.3080624;1156.35;5.54;1953;63;460;1180;520;0.68;0.23;off;99.7;8;on;8;440;on;off;on;43;8;5;off;off;11.4;10.77;NA;35;31.96;on;63.7;off;Maize;638;off;0;3.1;4.88;1.1;50;50
Oct 7, 2022, 12:41:22 PM;C7502627;20.1958583;45.3080577;1156.35;5.81;1947;83;450;1180;520;0;14.89;off;99.4;8;on;8;430;on;off;on;43;8;5;off;off;10.5;15.02;NA;94;31.96;on;95.2;off;Maize;638;off;0;3.25;5.76;1.1;50;50
Oct 7, 2022, 12:41:37 PM;C7502627;20.1961888;45.308054;1156.36;5.75;1937;85;450;1170;510;0.32;3.4;off;100;8;on;8;430;on;off;on;43;8;5;off;off;10.5;18.7;NA;100;31.8;on;100;off;Maize;638;off;0;3.22;5.41;1.1;50;50
Oct 7, 2022, 12:41:52 PM;C7502627;20.1964645;45.3080507;1156.36;4.86;1948;71;450;1170;510;0;1.15;off;99.74;8;on;8;440;on;off;on;43;8;5;off;off;11.2;17.42;NA;98;31.96;on;100;off;Maize;638;off;0;2.7;6.75;1.1;50;50
Oct 7, 2022, 12:42:07 PM;C7502627;20.1967438;45.3080477;1156.37;4.88;1950;68;450;1180;520;0;0.04;off;99.74;8;on;8;440;on;off;on;43;8;5;off;off;11.2;18.64;NA;100;31.8;on;100;off;Maize;638;off;0;2.73;5.99;1.1;50;50
Oct 7, 2022, 12:42:22 PM;C7502627;20.1970332;45.3080449;1156.37;5.02;1946;70;450;1180;510;0;0;off;99.81;8;on;8;440;on;off;on;43;8;5;off;off;11.2;16.34;NA;92;32.13;on;100;off;Maize;638;off;0;2.81;6.4;1.1;50;50
Oct 7, 2022, 12:42:37 PM;C7502627;20.1973283;45.3080404;1156.37;5.29;1953;64;450;1180;520;0.44;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;11.2;18.12;NA;67;31.96;on;100;off;Maize;638;off;0;2.96;3.94;1.1;50;50
Oct 7, 2022, 12:42:52 PM;C7502627;20.1976395;45.308037;1156.38;5.48;1950;66;460;1180;520;0;0;off;99.74;8;on;8;430;on;off;on;43;8;5;off;off;11.2;12.14;NA;41;32.13;on;100;off;Maize;638;off;0;3.06;3.71;1.1;50;50
Oct 7, 2022, 12:43:07 PM;C7502627;20.1979512;45.3080342;1156.38;5.52;1953;68;460;1180;520;0;0.6;off;99.22;8;on;8;440;on;off;on;43;8;5;off;off;13.1;11.39;NA;33;31.96;on;85.2;off;Maize;638;off;0;3.08;2.14;1.1;50;50
Oct 7, 2022, 12:43:22 PM;C7502627;20.1982803;45.30803;1156.39;6.31;1962;57;460;1180;520;0;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;13.1;6.56;NA;21;30.53;on;68.5;off;Maize;638;off;0;3.53;3.3;1.1;50;50
Oct 7, 2022, 12:43:37 PM;C7502627;20.1985766;45.3080274;1156.39;4.4;1950;68;460;1190;520;0;0;off;98.96;8;on;8;440;on;off;on;43;8;5;off;off;13.1;11.81;NA;52;30.53;on;80.2;off;Maize;638;off;0;2.46;2.95;1.1;50;50
Oct 7, 2022, 12:43:52 PM;C7502627;20.198845;45.3080234;1156.4;5.43;1953;62;450;1180;510;0;0;off;97.43;8;on;8;440;on;off;on;43;8;5;off;off;11.7;7.29;NA;36;30.21;on;74.1;off;Maize;638;off;0;2.99;2.66;1.1;50;50
Oct 7, 2022, 12:44:07 PM;C7502627;20.1991655;45.3080193;1156.4;5.79;1954;65;450;1180;520;0;0;off;98.09;8;on;8;440;on;off;on;43;8;5;off;off;11.7;8.05;NA;31;30.37;on;82.6;off;Maize;638;off;0;3.24;3.21;1.1;50;50
Oct 7, 2022, 12:44:22 PM;C7502627;20.1995617;45.3080142;1156.4;8.1;1952;72;460;1180;520;0;0;off;97.5;8;on;8;430;on;off;on;43;8;5;off;off;11.7;10.45;NA;39;30.21;on;99;off;Maize;638;off;0;4.5;1.21;1.1;50;50
Oct 7, 2022, 12:44:37 PM;C7502627;20.2000229;45.3080083;1156.41;7.98;1948;67;460;1180;520;0;0;off;98.6;8;on;8;440;on;off;on;43;8;5;off;off;11.7;5.46;NA;22;31;on;59.4;off;Maize;638;off;0;4.46;0.67;1.1;50;50
Oct 7, 2022, 12:44:52 PM;C7502627;20.2004836;45.3080021;1156.41;8.06;1952;67;460;1180;520;0;0;off;99.12;8;on;8;440;on;off;on;43;8;5;off;off;11.7;3.01;NA;14;30.53;on;36.3;off;Maize;638;off;0;4.51;0.14;1.1;50;50
Oct 7, 2022, 12:45:07 PM;C7502627;20.2009467;45.3079965;1156.42;8.06;1952;63;460;1180;520;0;0;off;99.31;8;on;8;440;on;off;on;43;8;5;off;off;11.7;0.64;NA;0;31.17;on;22.4;off;Maize;638;off;0;4.51;0.7;1.1;50;50
Oct 7, 2022, 12:45:22 PM;C7502627;20.2014095;45.3079913;1156.42;8.13;1953;70;460;1180;520;0;0;off;99.47;8;on;8;440;on;off;on;43;8;5;off;off;11.7;3.17;NA;15;30.53;on;31.3;off;Maize;638;off;0;4.55;0.53;1.1;50;50
Oct 7, 2022, 12:45:37 PM;C7502627;20.2018719;45.3079853;1156.42;8.12;1946;71;460;1180;520;0;0;off;99.33;8;on;8;440;on;off;on;43;8;5;off;off;11.7;2.41;NA;19;30.53;on;24.8;off;Maize;638;off;0;4.54;0.43;1.1;50;50
Oct 7, 2022, 12:45:52 PM;C7502627;20.2023347;45.3079801;1156.43;8.17;1956;64;460;1180;520;0;0;off;99.22;8;on;8;440;on;off;on;43;8;5;off;off;11.7;1.97;NA;14;30.53;on;21.9;off;Maize;638;off;0;4.57;0.43;1.1;50;50
Oct 7, 2022, 12:46:07 PM;C7502627;20.202801;45.3079747;1156.43;8.06;1953;65;460;1180;520;0;0;off;99.31;8;on;8;440;on;off;on;43;8;5;off;off;11.7;1.96;NA;19;30.67;on;22;off;Maize;638;off;0;4.5;0.42;1.1;50;50
Oct 7, 2022, 12:46:22 PM;C7502627;20.2032628;45.307969;1156.44;8.07;1962;68;460;1180;520;0;0;off;99.83;8;on;8;440;on;off;on;43;8;5;off;off;11.7;1.92;NA;16;30.84;on;19.2;off;Maize;638;off;0;4.51;1.13;1.1;50;50
Oct 7, 2022, 12:46:37 PM;C7502627;20.2036207;45.3078072;1156.44;8.08;1966;54;460;1180;520;0;0;off;99.15;8;on;8;440;off;off;on;43;8;5;off;off;11.7;5.12;NA;19;93.33;on;52.1;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:46:52 PM;C7502627;20.2037058;45.3076985;1156.45;1.19;1987;28;460;1190;520;0;0;off;100;8;on;8;440;off;off;on;43;8;5;off;off;11.7;0.5;NA;0;92.87;on;18;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:47:07 PM;C7502627;20.203494;45.3076306;1156.45;5.8;1965;41;460;1180;510;0;0;off;97.43;8;on;8;440;on;off;on;43;8;5;off;off;11.7;0.03;NA;0;32.29;on;7.3;off;Maize;638;off;0;3.23;0.93;1.1;50;50
Oct 7, 2022, 12:47:22 PM;C7502627;20.2031741;45.3076709;1156.45;5.84;1969;48;460;1190;520;0;0;off;98.27;8;on;8;440;on;off;on;43;8;5;off;off;11.7;3.01;NA;17;34.68;on;27.3;off;Maize;638;off;0;3.27;0.44;1.1;50;50
Oct 7, 2022, 12:47:37 PM;C7502627;20.2027978;45.3076903;1156.46;7.06;1961;57;460;1190;520;0;0;off;98.53;8;on;8;440;on;off;on;43;8;5;off;off;11.7;1.45;NA;20;30.37;on;19.2;off;Maize;638;off;0;3.99;0.74;1.1;50;50
Oct 7, 2022, 12:47:52 PM;C7502627;20.2023801;45.3076951;1156.46;7.88;1950;67;460;1190;520;0.09;0;off;98.46;8;on;8;440;on;off;on;43;8;5;off;off;11.7;2.9;NA;26;28.92;on;18.8;off;Maize;638;off;0;4.41;0.75;1.1;50;50
Oct 7, 2022, 12:48:07 PM;C7502627;20.201924;45.3077002;1156.47;8.03;1953;66;460;1180;520;0;0;off;98.55;8;on;8;440;on;off;on;43;8;5;off;off;10.3;3.31;NA;32;30.37;on;17.7;off;Maize;638;off;0;4.49;0.45;1.1;50;50
Oct 7, 2022, 12:48:22 PM;C7502627;20.2014592;45.3077057;1156.47;8.03;1951;68;460;1180;520;0;0;off;98.78;8;on;8;440;on;off;on;43;8;5;off;off;10.3;2;NA;18;30.53;on;16.7;off;Maize;638;off;0;4.49;0.51;1.1;50;50
Oct 7, 2022, 12:48:37 PM;C7502627;20.2009997;45.3077115;1156.47;8.1;1954;68;460;1180;520;0;0;off;98.37;8;on;8;440;on;off;on;43;8;5;off;off;10.3;2.27;NA;22;30.04;on;16;off;Maize;638;off;0;4.51;0.6;1.1;50;50
Oct 7, 2022, 12:48:52 PM;C7502627;20.2005337;45.3077169;1156.48;8.07;1953;66;460;1180;520;0;0;off;98.16;8;on;8;440;on;off;on;43;8;5;off;off;10.3;2.71;NA;24;30.37;on;11.7;off;Maize;638;off;0;4.51;0.18;1.1;50;50
Oct 7, 2022, 12:49:07 PM;C7502627;20.2000702;45.3077227;1156.48;8.09;1956;66;460;1180;520;0;0;off;98.34;8;on;8;440;on;off;on;43;8;5;off;off;10.3;0.8;NA;0;28.61;on;13.5;off;Maize;638;off;0;4.52;0.06;1.1;50;50
Oct 7, 2022, 12:49:22 PM;C7502627;20.1996063;45.3077279;1156.49;8.1;1955;62;460;1180;520;0;0;off;98.27;8;on;8;440;on;off;on;43;8;5;off;off;10.3;0.28;NA;13;30.37;on;10;off;Maize;638;off;0;4.53;0.59;1.1;50;50
Oct 7, 2022, 12:49:37 PM;C7502627;20.1991401;45.3077344;1156.49;8.06;1962;56;460;1180;520;0.01;0.08;off;98.96;8;on;8;440;on;off;on;43;8;5;off;off;10.3;2.67;NA;17;31.17;on;20.3;off;Maize;638;off;0;4.5;0.15;1.1;50;50
Oct 7, 2022, 12:49:52 PM;C7502627;20.1986766;45.3077395;1156.5;7.95;1938;90;460;1190;520;0;0;off;99.24;8;on;8;430;on;off;on;43;8;5;off;off;10.3;0.68;NA;18;31.33;on;12.1;off;Maize;638;off;0;4.45;3.66;1.1;50;50
Oct 7, 2022, 12:50:07 PM;C7502627;20.1984642;45.307743;1156.5;0.04;1977;27;450;1180;510;0;0;off;99.81;8;on;8;440;on;off;on;43;8;5;off;off;10.3;16.37;NA;51;31.33;on;56.3;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:50:22 PM;C7502627;20.1983823;45.3077447;1156.5;4.34;1971;38;460;1200;520;0.09;0;off;99.47;8;on;8;440;on;off;on;43;8;5;off;off;10.3;2.23;NA;0;31.17;on;29.6;off;Maize;638;off;0;2.33;2.49;1.1;50;50
Oct 7, 2022, 12:50:37 PM;C7502627;20.1981099;45.3077469;1156.51;4.76;1961;52;460;1190;520;0;0;off;100;8;on;8;440;on;off;on;43;8;5;off;off;10.5;6.37;NA;28;31.17;on;44;off;Maize;638;off;0;2.66;5.16;1.1;50;50
Oct 7, 2022, 12:50:52 PM;C7502627;20.1978348;45.3077505;1156.51;4.66;1950;68;460;1190;520;0;0;off;98.94;8;on;8;440;on;off;on;43;8;5;off;off;10.5;13.72;NA;50;31;on;68.2;off;Maize;638;off;0;2.6;2.42;1.1;50;50
Oct 7, 2022, 12:51:07 PM;C7502627;20.1975895;45.3077537;1156.52;4.39;1955;64;460;1180;520;0.02;0;off;97.47;8;on;8;440;on;off;on;43;8;5;off;off;10.5;6.3;NA;37;31;on;51.8;off;Maize;638;off;0;2.45;1.7;1.1;50;50
Oct 7, 2022, 12:51:22 PM;C7502627;20.1973085;45.3077571;1156.52;5.66;1957;63;460;1190;520;0;0;off;98;8;on;8;440;on;off;on;43;8;5;off;off;10.5;4.2;NA;19;31.17;on;38;off;Maize;638;off;0;3.19;2.31;1.1;50;50
Oct 7, 2022, 12:51:37 PM;C7502627;20.1969905;45.3077603;1156.52;5.69;1942;74;460;1180;520;0;0;off;97.93;8;on;8;440;on;off;on;43;8;5;off;off;10.5;7.26;NA;30;30.84;on;49.5;off;Maize;638;off;0;3.18;2.44;1.1;50;50
Oct 7, 2022, 12:51:52 PM;C7502627;20.1966734;45.3077641;1156.53;5.64;1946;77;460;1180;520;0;0;off;97.27;8;on;8;430;on;off;on;43;8;5;off;off;10.5;7.69;NA;30;29.74;on;45.8;off;Maize;638;off;0;3.14;2.3;1.1;50;50
Oct 7, 2022, 12:52:07 PM;C7502627;20.1963533;45.3077675;1156.53;5.65;1951;74;450;1180;520;0;0;off;97.91;8;on;8;440;on;off;on;43;8;5;off;off;10.5;7.21;NA;24;30.04;on;50.6;off;Maize;638;off;0;3.16;2.04;1.1;50;50
Oct 7, 2022, 12:52:22 PM;C7502627;20.1960349;45.3077708;1156.54;5.56;1940;90;460;1180;520;0;0.02;off;98.05;8;on;8;430;on;off;on;43;8;5;off;off;12.7;6.36;NA;25;29.57;on;46.1;off;Maize;638;off;0;3.12;2.32;1.1;50;50
Oct 7, 2022, 12:52:37 PM;C7502627;20.1957157;45.3077746;1156.54;5.64;1946;77;450;1170;510;0;0.94;off;97.7;8;on;8;430;on;off;on;43;8;5;off;off;12.7;7.25;NA;25;29.74;on;64.5;off;Maize;638;off;0;3.15;2.6;1.1;50;50
Oct 7, 2022, 12:52:52 PM;C7502627;20.1953971;45.3077777;1156.55;5.52;1938;84;460;1180;520;0;0.32;off;97.52;8;on;8;440;on;off;on;43;8;5;off;off;12.7;7.21;NA;46;29.57;on;50.8;off;Maize;638;off;0;3.09;4.96;1.1;50;50
Oct 7, 2022, 12:53:07 PM;C7502627;20.1951887;45.3077803;1156.55;0;1978;38;450;1170;510;0;0;off;98.6;8;on;8;440;on;off;on;43;8;5;off;off;10.7;15.59;NA;91;30.84;on;100;off;Maize;638;off;0;0;0;1.1;50;50
Oct 7, 2022, 12:53:22 PM;C7502627;20.195185;45.3077803;1156.55;0.6;1972;8;460;1200;520;0;0.17;off;98;8;on;8;440;on;off;on;43;8;5;off;off;10.7;8.84;NA;41;30.67;on;93.9;off;Maize;638;off;0;0.33;0;1.1;50;50
Oct 7, 2022, 12:53:37 PM;C7502627;20.194895;45.3077838;1156.56;5.8;1933;83;460;1190;520;0.25;0.09;off;97.4;8;on;8;430;on;off;on;43;8;5;off;off;10.2;12.03;NA;81;30.84;on;58.3;off;Maize;638;off;0;3.25;6.12;1.1;50;50
Oct 7, 2022, 12:53:52 PM;C7502627;20.1945654;45.3077883;1156.56;5.84;1941;77;450;1180;510;1.25;0;off;97.75;8;on;8;440;on;off;on;43;8;5;off;off;10.2;19.82;NA;76;29.41;on;100;off;Maize;638;off;0;3.26;5.53;1.1;50;50
Oct 7, 2022, 12:54:07 PM;C7502627;20.1942323;45.3077915;1156.57;5.85;1950;68;450;1180;510;0.68;0;off;97.84;8;on;8;440;on;off;on;43;8;5;off;off;10.2;18.13;NA;78;31;on;100;off;Maize;638;off;0;3.27;5.36;1.1;50;50
Oct 7, 2022, 12:54:22 PM;C7502627;20.1939159;45.3077963;1156.57;5.28;1957;63;460;1190;520;0;0;off;97.95;8;on;8;440;on;off;on;43;8;5;off;off;10.2;17.57;NA;68;31;on;85.1;off;Maize;638;off;0;2.95;2.76;1.1;50;50
