Date/Time;Serial number;GPS longitude [°];GPS latitude [°];Total working hours counter [h];Ground speed [km/h];Engine speed [rpm];Engine load [%];Drum speed [rpm];Fan speed [rpm];Rotor / straw walker speed [rpm];Separation losses [%];Sieve losses [%];Chopper [];Diesel tank level [%];No. of partial widths [];Front attachment On/Off [];max. no. of partial widths [];Feed rake speed [rpm];Working position [I/O];Grain tank unloading [I/O];Main drive status [I/O];Concave position [mm];Upper sieve position [mm];Lower sieve position [mm];Grain tank 70 [I/O];Grain tank 100 [I/O];Grain moisture content [%];Throughput [t/h];Radial spreader speed [rpm];Grain in returns [%];Channel position [%];Yield measurement [I/O];Returns auger measurement [%];Moisture measurement [];Type of crop [];Specific crop weight [g/l];Auto Pilot status [];Cruise Pilot status [];Rate of work [ha/h];Yield [t/ha];Quantimeter calibration factor [];Separation sensitivity [%];Sieve sensitivity [%]
Oct 7, 2022, 10:13:04 AM;C7502627;20.1759683;45.3082947;1153.88;0;1200;0;0;0;0;0;0;off;65.82;8;off;8;0;off;off;on;11;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:13:19 AM;C7502627;20.1759748;45.3082829;1153.89;0;1199;0;260;730;300;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:13:34 AM;C7502627;20.1759599;45.3082869;1153.89;0;1200;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:13:49 AM;C7502627;20.1759477;45.3082893;1153.9;0;1200;0;0;0;0;0;0;off;65.82;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:14:04 AM;C7502627;20.17595;45.3082896;1153.9;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:14:19 AM;C7502627;20.1759406;45.3082987;1153.9;0;1199;0;0;0;0;0;0;off;65.84;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:14:34 AM;C7502627;20.1759586;45.3082962;1153.91;0;1199;0;0;0;0;0;0;off;65.89;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:14:49 AM;C7502627;20.1759747;45.3083047;1153.91;0;1200;0;0;0;0;0;0;off;65.89;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:15:04 AM;C7502627;20.1759724;45.3083125;1153.92;0;1198;0;0;0;0;0;0;off;65.84;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:15:19 AM;C7502627;20.1759636;45.3083089;1153.92;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:15:34 AM;C7502627;20.1759547;45.3083101;1153.92;0;1199;0;0;0;0;0;0;off;65.82;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:15:49 AM;C7502627;20.1759397;45.3083178;1153.93;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:16:04 AM;C7502627;20.1759622;45.3083144;1153.93;0;1196;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:16:17 AM;C7502627;20.1759352;45.3083002;1153.94;0;1200;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:16:32 AM;C7502627;20.1759425;45.3082909;1153.94;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:16:47 AM;C7502627;20.175958;45.3082717;1153.95;0;1199;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:17:02 AM;C7502627;20.175958;45.3082745;1153.95;0;1200;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:17:17 AM;C7502627;20.1759328;45.3082889;1153.95;0;1200;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:17:32 AM;C7502627;20.1759347;45.3082854;1153.96;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:17:47 AM;C7502627;20.1759529;45.3082904;1153.96;0;1199;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:18:02 AM;C7502627;20.1759542;45.3083048;1153.97;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:18:17 AM;C7502627;20.1759777;45.3082917;1153.97;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:18:32 AM;C7502627;20.1759547;45.3082873;1153.97;0;1199;0;0;0;0;0;0;off;65.68;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:18:47 AM;C7502627;20.1759666;45.3082871;1153.98;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:19:02 AM;C7502627;20.1759632;45.3082893;1153.98;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:19:17 AM;C7502627;20.1759669;45.3082814;1153.99;0;1199;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:19:32 AM;C7502627;20.1759541;45.3082821;1153.99;0;1198;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:19:47 AM;C7502627;20.1759671;45.308292;1154;0;1200;0;0;0;0;0;0;off;65.68;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:20:02 AM;C7502627;20.1759569;45.3083157;1154;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:20:17 AM;C7502627;20.1759473;45.308323;1154;0;1200;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:20:32 AM;C7502627;20.175961;45.3083067;1154.01;0;1199;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:20:47 AM;C7502627;20.1759644;45.3082992;1154.01;0;1191;0;0;0;0;0;0;off;65.68;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:21:02 AM;C7502627;20.1759699;45.3083039;1154.02;0;1199;0;0;0;0;0;0;off;65.68;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:21:17 AM;C7502627;20.1759791;45.3083031;1154.02;0;1199;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:21:32 AM;C7502627;20.1759786;45.3082928;1154.02;0;1199;0;0;0;0;0;0;off;65.75;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:21:47 AM;C7502627;20.1759592;45.3082921;1154.03;0;1200;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:22:02 AM;C7502627;20.1759497;45.3082972;1154.03;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:22:17 AM;C7502627;20.1759663;45.3082975;1154.04;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:22:32 AM;C7502627;20.175953;45.3083005;1154.04;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:22:47 AM;C7502627;20.1759515;45.3083032;1154.05;0;1201;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:23:02 AM;C7502627;20.1759524;45.3083064;1154.05;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:23:17 AM;C7502627;20.1759471;45.3083139;1154.05;0;1199;0;0;0;0;0;0;off;65.8;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.12;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:23:32 AM;C7502627;20.1759415;45.3083185;1154.06;0;1200;0;0;0;0;0;0;off;65.73;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:23:47 AM;C7502627;20.1759719;45.3083156;1154.06;0;1198;0;0;0;0;0;0;off;65.64;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:24:02 AM;C7502627;20.1758823;45.3081124;1154.07;8.32;1172;0;0;0;0;0;0;off;64.79;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.35;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:24:17 AM;C7502627;20.1760485;45.3078581;1154.07;3.47;1195;0;0;0;0;0;0;off;67.04;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.28;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:24:32 AM;C7502627;20.1760654;45.307603;1154.07;8.11;1195;0;0;0;0;0;0;off;67.27;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:24:47 AM;C7502627;20.1764173;45.3074376;1154.08;7.16;1140;0;0;0;0;0;0;off;68.07;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;84.28;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:25:02 AM;C7502627;20.1767577;45.3073746;1154.08;8.23;1191;0;0;0;0;0;0;off;66.97;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.95;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:25:17 AM;C7502627;20.1772393;45.3072319;1154.09;9.15;1547;0;0;0;0;0;0;off;64.4;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.18;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:25:32 AM;C7502627;20.1774577;45.3073993;1154.09;1.4;1205;0;0;0;0;0;0;off;65.34;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.68;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:25:47 AM;C7502627;20.177467;45.3074021;1154.1;0;1200;0;0;0;0;0;0;off;65.38;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:26:02 AM;C7502627;20.1774785;45.3074136;1154.1;0;1199;0;0;0;0;0;0;off;65.2;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:26:17 AM;C7502627;20.1774753;45.3074049;1154.1;0;1199;0;0;0;0;0;0;off;65.11;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:26:32 AM;C7502627;20.1774752;45.3073996;1154.11;0;1199;0;0;0;0;0;0;off;65.13;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:26:47 AM;C7502627;20.1774773;45.3073975;1154.11;0;1204;0;0;0;0;0;0;off;65.13;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:27:03 AM;C7502627;20.1774674;45.3073997;1154.12;0;1199;0;0;0;0;0;0;off;65.89;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:27:18 AM;C7502627;20.1774601;45.307396;1154.12;0;1199;0;0;0;0;0;0;off;66.92;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:27:33 AM;C7502627;20.1774632;45.307384;1154.12;0;1199;0;0;0;0;0;0;off;68.05;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:27:48 AM;C7502627;20.1774564;45.3073831;1154.13;0;1195;0;0;0;0;0;0;off;69.24;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:28:03 AM;C7502627;20.1774606;45.3073919;1154.13;0;1200;0;0;0;0;0;0;off;70.43;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:28:18 AM;C7502627;20.1774748;45.3073981;1154.14;0;1199;0;0;0;0;0;0;off;71.67;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:28:33 AM;C7502627;20.1774647;45.3074033;1154.14;0;1199;0;0;0;0;0;0;off;72.93;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:28:48 AM;C7502627;20.1774631;45.3074055;1154.15;0;1199;0;0;0;0;0;0;off;74.22;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:29:03 AM;C7502627;20.1774726;45.3073979;1154.15;0;1199;0;0;0;0;0;0;off;75.43;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:29:18 AM;C7502627;20.1774842;45.3073983;1154.15;0;1199;0;0;0;0;0;0;off;76.72;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:29:33 AM;C7502627;20.1774844;45.3074018;1154.16;0;1199;0;0;0;0;0;0;off;78.05;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:29:48 AM;C7502627;20.1774808;45.3073984;1154.16;0;1199;0;0;0;0;0;0;off;79.33;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:30:03 AM;C7502627;20.1774859;45.307398;1154.17;0;1200;0;0;0;0;0;0;off;80.66;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:30:18 AM;C7502627;20.1774784;45.3073951;1154.17;0;1199;0;0;0;0;0;0;off;82.06;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:30:33 AM;C7502627;20.177473;45.307396;1154.17;0;1199;0;0;0;0;0;0;off;83.46;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:30:48 AM;C7502627;20.1774617;45.3074091;1154.18;0;1199;0;0;0;0;0;0;off;84.86;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:31:03 AM;C7502627;20.1774584;45.3074084;1154.18;0;1199;0;0;0;0;0;0;off;86.26;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:31:18 AM;C7502627;20.1774608;45.3073965;1154.19;0;1198;0;0;0;0;0;0;off;87.56;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:31:33 AM;C7502627;20.1774756;45.3073876;1154.19;0;1199;0;0;0;0;0;0;off;88.96;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:31:48 AM;C7502627;20.1774913;45.3073906;1154.2;0;1200;0;0;0;0;0;0;off;90.34;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:32:02 AM;C7502627;20.1774864;45.3073969;1154.2;0;1199;0;0;0;0;0;0;off;91.76;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:32:17 AM;C7502627;20.1775045;45.3073921;1154.2;0;1199;0;0;0;0;0;0;off;93.11;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:32:32 AM;C7502627;20.1775092;45.3073963;1154.21;0;1198;0;0;0;0;0;0;off;94.49;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:32:47 AM;C7502627;20.1774908;45.3073984;1154.21;0;1199;0;0;0;0;0;0;off;95.89;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:33:02 AM;C7502627;20.1774812;45.3073978;1154.22;0;1200;0;0;0;0;0;0;off;97.24;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:33:17 AM;C7502627;20.1774882;45.3073955;1154.22;0;1199;0;0;0;0;0;0;off;98.64;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:33:32 AM;C7502627;20.177481;45.3073899;1154.22;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:33:47 AM;C7502627;20.1774823;45.3073821;1154.23;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:34:02 AM;C7502627;20.1774958;45.3073706;1154.23;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:34:17 AM;C7502627;20.1774982;45.3073707;1154.24;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:34:32 AM;C7502627;20.1775036;45.3073686;1154.24;0;1198;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:34:47 AM;C7502627;20.1774906;45.3073867;1154.25;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:35:02 AM;C7502627;20.1774783;45.3074082;1154.25;0;1205;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:35:17 AM;C7502627;20.1774863;45.3074061;1154.25;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:35:32 AM;C7502627;20.1774854;45.307395;1154.26;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:35:47 AM;C7502627;20.1774811;45.3073938;1154.26;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:36:02 AM;C7502627;20.1774629;45.3073951;1154.27;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:36:17 AM;C7502627;20.1774568;45.307395;1154.27;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:36:32 AM;C7502627;20.1774762;45.3073933;1154.27;0;1198;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:36:47 AM;C7502627;20.1774833;45.3073951;1154.28;0;1204;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:37:02 AM;C7502627;20.1774857;45.3073913;1154.28;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:37:17 AM;C7502627;20.1774888;45.3073809;1154.29;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:37:32 AM;C7502627;20.1774849;45.3073746;1154.29;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:37:47 AM;C7502627;20.1774887;45.3073752;1154.3;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:38:02 AM;C7502627;20.1774899;45.3073802;1154.3;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:38:17 AM;C7502627;20.177496;45.3073934;1154.3;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:38:32 AM;C7502627;20.1774917;45.3074056;1154.31;0;1199;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
Oct 7, 2022, 10:38:47 AM;C7502627;20.1774768;45.3074125;1154.31;0;1200;0;0;0;0;0;0;off;100;8;off;8;0;off;off;off;7;8;5;off;off;0;0;NA;0;83.79;on;0;off;Maize;638;off;0;0;0;0.95;50;50
